id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms),stormID,stormCount
13884,2016-06-20 17:00:00,1.0,160.703,13.7,1.86,56,6
13885,2016-06-20 18:00:00,0.0,167.531,13.1,1.939,56,6
13886,2016-06-20 19:00:00,0.0,167.908,13.0,1.943,56,6
13887,2016-06-20 20:00:00,0.0,161.023,14.9,1.864,56,6
13888,2016-06-20 21:00:00,0.0,161.385,19.2,1.868,56,6
13889,2016-06-20 22:00:00,0.0,153.359,16.6,1.775,56,6
13890,2016-06-20 23:00:00,0.0,133.987,17.3,1.551,56,6
13891,2016-06-21 00:00:00,0.0,133.165,14.9,1.541,56,6
13892,2016-06-21 01:00:00,0.0,123.954,15.3,1.435,56,6
13893,2016-06-21 02:00:00,0.0,111.177,15.1,1.287,56,6
13894,2016-06-21 03:00:00,0.0,115.022,13.1,1.331,56,6
13895,2016-06-21 04:00:00,0.0,112.973,11.4,1.308,56,6
13896,2016-06-21 05:00:00,0.0,100.305,11.4,1.161,56,6
13897,2016-06-21 06:00:00,0.0,101.806,10.7,1.178,56,6
13898,2016-06-21 07:00:00,0.0,100.246,10.2,1.16,56,6
13899,2016-06-21 08:00:00,0.0,91.374,10.1,1.058,56,6
13900,2016-06-21 09:00:00,0.0,92.556,9.6,1.071,56,6
13901,2016-06-21 10:00:00,0.0,91.412,8.3,1.058,56,6
13902,2016-06-21 11:00:00,0.0,89.741,7.8,1.039,56,6
13903,2016-06-21 12:00:00,0.0,88.118,7.7,1.02,56,6
13904,2016-06-21 13:00:00,0.0,85.55,7.3,0.99,56,6
13905,2016-06-21 14:00:00,0.0,84.98,7.3,0.984,56,6
13906,2016-06-21 15:00:00,0.0,84.081,7.2,0.973,56,6
13907,2016-06-21 16:00:00,0.0,79.464,7.4,0.92,56,6
13908,2016-06-21 17:00:00,0.0,77.703,7.4,0.899,56,6
13909,2016-06-21 18:00:00,0.0,74.217,7.5,0.859,56,6
13910,2016-06-21 19:00:00,0.0,69.956,7.6,0.81,56,6
13911,2016-06-21 20:00:00,0.0,68.818,7.6,0.797,56,6
13912,2016-06-21 21:00:00,0.0,65.968,7.6,0.764,56,6
13913,2016-06-21 22:00:00,0.0,63.25,7.3,0.732,56,6
13914,2016-06-21 23:00:00,0.0,62.479,6.9,0.723,56,6
13915,2016-06-22 00:00:00,0.0,59.843,7.3,0.693,56,6
13916,2016-06-22 01:00:00,0.5,59.325,7.0,0.687,56,6
13917,2016-06-22 02:00:00,1.0,59.974,6.6,0.694,56,6
13918,2016-06-22 03:00:00,0.5,58.767,6.4,0.68,56,6
13919,2016-06-22 04:00:00,0.5,60.364,6.2,0.699,56,6
13920,2016-06-22 05:00:00,0.5,61.862,6.3,0.716,56,6
13921,2016-06-22 06:00:00,0.5,63.47,6.2,0.735,56,6
13922,2016-06-22 07:00:00,0.0,81.216,7.8,0.94,56,6
13923,2016-06-22 08:00:00,0.0,94.155,8.8,1.09,56,6
13924,2016-06-22 09:00:00,0.5,93.127,8.1,1.078,56,6
13925,2016-06-22 10:00:00,0.0,88.975,7.6,1.03,56,6
13926,2016-06-22 11:00:00,0.0,90.963,7.9,1.053,56,6
13927,2016-06-22 12:00:00,0.0,86.024,8.3,0.996,56,6
13928,2016-06-22 13:00:00,0.0,78.705,8.3,0.911,56,6
13929,2016-06-22 14:00:00,0.0,78.954,7.9,0.914,56,6
13930,2016-06-22 15:00:00,0.0,79.058,8.1,0.915,56,6
13931,2016-06-22 16:00:00,0.0,75.107,8.3,0.869,56,6
13932,2016-06-22 17:00:00,0.0,74.074,7.9,0.857,56,6
13933,2016-06-22 18:00:00,0.0,73.004,8.1,0.845,56,6
13934,2016-06-22 19:00:00,0.0,72.14,8.2,0.835,56,6
13935,2016-06-22 20:00:00,0.0,70.995,8.4,0.822,56,6
13936,2016-06-22 21:00:00,0.0,69.1,8.5,0.8,56,6
13937,2016-06-22 22:00:00,0.0,67.007,8.7,0.776,56,6
13938,2016-06-22 23:00:00,0.0,65.097,7.9,0.753,56,6
13939,2016-06-23 00:00:00,0.0,61.55,7.4,0.712,56,6
13940,2016-06-23 01:00:00,0.0,59.417,6.9,0.688,56,6
13941,2016-06-23 02:00:00,0.0,57.49,7.0,0.665,56,6
13942,2016-06-23 03:00:00,0.0,54.431,6.9,0.63,56,6
13943,2016-06-23 04:00:00,0.0,54.468,6.6,0.63,56,6
13944,2016-06-23 05:00:00,0.0,54.797,6.6,0.634,56,6
13945,2016-06-23 06:00:00,0.0,53.742,6.6,0.622,56,6
13946,2016-06-23 07:00:00,0.0,53.82,6.4,0.623,56,6
13947,2016-06-23 08:00:00,0.0,52.975,5.9,0.613,56,6
13948,2016-06-23 09:00:00,0.0,51.944,5.4,0.601,56,6
13949,2016-06-23 10:00:00,0.0,51.826,5.1,0.6,56,6
14592,2016-07-20 05:00:00,2.5,28.537,2.9,0.33,63,7
14593,2016-07-20 06:00:00,4.5,36.505,4.9,0.423,63,7
14594,2016-07-20 07:00:00,9.0,79.68,26.4,0.922,63,7
14595,2016-07-20 08:00:00,1.5,199.527,81.4,2.309,63,7
14596,2016-07-20 09:00:00,2.0,432.973,138.7,5.011,63,7
14597,2016-07-20 10:00:00,5.0,801.648,213.6,9.278,63,7
14598,2016-07-20 11:00:00,3.5,940.673,168.5,10.887,63,7
14599,2016-07-20 12:00:00,1.0,740.508,139.8,8.571,63,7
14600,2016-07-20 13:00:00,1.0,923.767,150.9,10.692,63,7
14601,2016-07-20 14:00:00,1.0,1144.032,138.6,13.241,63,7
14602,2016-07-20 15:00:00,0.0,1131.038,121.5,13.091,63,7
14603,2016-07-20 16:00:00,1.0,1114.96,98.5,12.905,63,7
14604,2016-07-20 17:00:00,1.5,1085.329,89.0,12.562,63,7
14605,2016-07-20 18:00:00,0.0,970.297,85.1,11.23,63,7
14606,2016-07-20 19:00:00,0.0,895.889,57.0,10.369,63,7
14607,2016-07-20 20:00:00,0.0,821.624,46.7,9.51,63,7
14608,2016-07-20 21:00:00,0.0,716.437,42.3,8.292,63,7
14609,2016-07-20 22:00:00,0.0,576.128,38.1,6.668,63,7
14610,2016-07-20 23:00:00,0.0,510.81,34.0,5.912,63,7
14611,2016-07-21 00:00:00,0.0,473.81,29.8,5.484,63,7
14612,2016-07-21 01:00:00,0.0,393.26,30.2,4.552,63,7
14613,2016-07-21 02:00:00,0.0,364.037,25.2,4.213,63,7
14614,2016-07-21 03:00:00,0.0,354.195,24.7,4.099,63,7
14615,2016-07-21 04:00:00,0.0,291.317,22.3,3.372,63,7
14616,2016-07-21 05:00:00,0.0,271.458,20.1,3.142,63,7
14617,2016-07-21 06:00:00,0.0,275.557,19.8,3.189,63,7
14618,2016-07-21 07:00:00,0.0,226.93,18.2,2.627,63,7
14619,2016-07-21 08:00:00,0.0,221.338,15.7,2.562,63,7
14620,2016-07-21 09:00:00,0.0,223.32,15.1,2.585,63,7
14621,2016-07-21 10:00:00,0.0,205.749,13.9,2.381,63,7
14622,2016-07-21 11:00:00,0.0,195.035,11.6,2.257,63,7
14623,2016-07-21 12:00:00,0.0,191.049,10.8,2.211,63,7
14624,2016-07-21 13:00:00,0.0,185.951,10.4,2.152,63,7
14625,2016-07-21 14:00:00,0.0,178.02,10.2,2.06,63,7
14626,2016-07-21 15:00:00,0.0,163.388,10.2,1.891,63,7
14627,2016-07-21 16:00:00,0.0,163.386,9.8,1.891,63,7
14628,2016-07-21 17:00:00,0.0,152.585,9.8,1.766,63,7
14629,2016-07-21 18:00:00,0.0,139.542,10.1,1.615,63,7
14630,2016-07-21 19:00:00,0.0,146.615,10.1,1.697,63,7
14631,2016-07-21 20:00:00,0.0,122.898,9.5,1.422,63,7
14632,2016-07-21 21:00:00,0.0,124.964,9.4,1.446,63,7
14633,2016-07-21 22:00:00,0.0,140.215,9.6,1.623,63,7
14634,2016-07-21 23:00:00,0.0,122.516,9.0,1.418,63,7
14635,2016-07-22 00:00:00,0.0,105.18,8.8,1.217,63,7
14636,2016-07-22 01:00:00,0.0,100.637,8.6,1.165,63,7
14637,2016-07-22 02:00:00,0.0,108.783,8.3,1.259,63,7
14638,2016-07-22 03:00:00,0.0,104.975,8.8,1.215,63,7
14639,2016-07-22 04:00:00,0.0,116.08,8.4,1.344,63,7
14640,2016-07-22 05:00:00,0.0,100.135,8.2,1.159,63,7
14641,2016-07-22 06:00:00,0.0,92.098,8.5,1.066,63,7
14642,2016-07-22 07:00:00,0.0,89.825,7.8,1.04,63,7
14643,2016-07-22 08:00:00,0.0,88.879,7.5,1.029,63,7
14644,2016-07-22 09:00:00,0.0,85.687,7.2,0.992,63,7
14645,2016-07-22 10:00:00,0.0,91.186,6.7,1.055,63,7
14646,2016-07-22 11:00:00,0.0,89.022,5.2,1.03,63,7
14647,2016-07-22 12:00:00,0.0,87.325,4.8,1.011,63,7
14648,2016-07-22 13:00:00,0.0,85.595,5.2,0.991,63,7
14649,2016-07-22 14:00:00,0.0,86.479,4.8,1.001,63,7
14650,2016-07-22 15:00:00,0.0,89.558,4.9,1.037,63,7
14651,2016-07-22 16:00:00,0.0,89.019,5.0,1.03,63,7
14652,2016-07-22 17:00:00,0.0,89.105,5.2,1.031,63,7
14653,2016-07-22 18:00:00,0.0,90.685,6.1,1.05,63,7
14654,2016-07-22 19:00:00,0.0,93.334,6.0,1.08,63,7
14655,2016-07-22 20:00:00,0.0,90.595,5.8,1.049,63,7
14656,2016-07-22 21:00:00,0.0,87.555,5.9,1.013,63,7
14657,2016-07-22 22:00:00,0.0,84.411,5.8,0.977,63,7
14658,2016-07-22 23:00:00,0.0,81.149,6.3,0.939,63,7
14659,2016-07-23 00:00:00,13.5,86.916,10.1,1.006,63,7
14660,2016-07-23 01:00:00,4.5,101.892,42.2,1.179,63,7
14661,2016-07-23 02:00:00,0.5,206.546,97.2,2.391,63,7
14662,2016-07-23 03:00:00,0.0,468.857,208.3,5.427,63,7
14663,2016-07-23 04:00:00,0.0,849.459,182.9,9.832,63,7
14664,2016-07-23 05:00:00,0.0,473.676,130.2,5.482,63,7
14665,2016-07-23 06:00:00,0.0,259.879,117.1,3.008,63,7
14666,2016-07-23 07:00:00,0.0,189.091,130.8,2.189,63,7
14667,2016-07-23 08:00:00,0.0,160.634,134.4,1.859,63,7
14668,2016-07-23 09:00:00,0.0,138.823,100.9,1.607,63,7
14669,2016-07-23 10:00:00,0.5,136.957,78.4,1.585,63,7
14670,2016-07-23 11:00:00,0.0,132.684,52.6,1.536,63,7
14671,2016-07-23 12:00:00,0.0,126.57,33.7,1.465,63,7
14672,2016-07-23 13:00:00,0.0,124.189,26.4,1.437,63,7
14673,2016-07-23 14:00:00,0.0,124.514,21.9,1.441,63,7
14674,2016-07-23 15:00:00,0.0,113.268,18.2,1.311,63,7
14675,2016-07-23 16:00:00,0.0,110.995,14.9,1.285,63,7
14676,2016-07-23 17:00:00,0.0,109.539,13.9,1.268,63,7
14677,2016-07-23 18:00:00,0.0,102.471,13.8,1.186,63,7
14678,2016-07-23 19:00:00,0.0,101.143,13.1,1.171,63,7
14679,2016-07-23 20:00:00,0.0,95.539,12.0,1.106,63,7
14680,2016-07-23 21:00:00,0.0,87.252,10.9,1.01,63,7
14681,2016-07-23 22:00:00,0.0,93.253,10.7,1.079,63,7
14682,2016-07-23 23:00:00,0.0,94.265,9.2,1.091,63,7
14683,2016-07-24 00:00:00,0.0,86.65,8.4,1.003,63,7
14684,2016-07-24 01:00:00,0.0,88.753,8.4,1.027,63,7
14685,2016-07-24 02:00:00,0.0,89.342,8.0,1.034,63,7
14686,2016-07-24 03:00:00,0.0,79.495,7.3,0.92,63,7
14687,2016-07-24 04:00:00,0.0,79.533,7.6,0.921,63,7
14688,2016-07-24 05:00:00,0.0,82.466,7.1,0.954,63,7
14689,2016-07-24 06:00:00,0.0,74.688,6.2,0.864,63,7
14690,2016-07-24 07:00:00,0.0,75.777,6.3,0.877,63,7
14691,2016-07-24 08:00:00,0.0,80.952,6.6,0.937,63,7
14692,2016-07-24 09:00:00,0.0,73.869,5.9,0.855,63,7
14693,2016-07-24 10:00:00,0.0,71.676,5.7,0.83,63,7
14694,2016-07-24 11:00:00,0.0,74.854,5.8,0.866,63,7
14695,2016-07-24 12:00:00,0.0,76.594,5.2,0.887,63,7
14696,2016-07-24 13:00:00,0.0,72.714,4.8,0.842,63,7
14697,2016-07-24 14:00:00,0.0,72.909,4.9,0.844,63,7
14698,2016-07-24 15:00:00,0.0,72.765,4.9,0.842,63,7
14699,2016-07-24 16:00:00,0.0,71.246,4.8,0.825,63,7
14700,2016-07-24 17:00:00,0.0,72.625,5.1,0.841,63,7
14701,2016-07-24 18:00:00,0.0,71.35,4.9,0.826,63,7
14702,2016-07-24 19:00:00,0.0,72.202,4.7,0.836,63,7
14703,2016-07-24 20:00:00,0.0,71.964,4.6,0.833,63,7
14704,2016-07-24 21:00:00,0.0,68.756,4.4,0.796,63,7
14705,2016-07-24 22:00:00,0.0,66.436,4.4,0.769,63,7
14706,2016-07-24 23:00:00,0.0,66.715,4.5,0.772,63,7
14707,2016-07-25 00:00:00,0.0,64.33,4.6,0.745,63,7
14708,2016-07-25 01:00:00,1.0,64.494,5.1,0.746,63,7
14709,2016-07-25 02:00:00,0.5,66.137,4.7,0.765,63,7
14710,2016-07-25 03:00:00,0.0,67.127,4.9,0.777,63,7
14711,2016-07-25 04:00:00,0.0,69.452,5.0,0.804,63,7
14712,2016-07-25 05:00:00,0.0,79.056,5.9,0.915,63,7
14713,2016-07-25 06:00:00,0.0,92.356,12.0,1.069,63,7
14714,2016-07-25 07:00:00,0.0,82.045,7.6,0.95,63,7
14715,2016-07-25 08:00:00,0.0,71.476,6.1,0.827,63,7
14716,2016-07-25 09:00:00,0.0,67.547,5.5,0.782,63,7
14717,2016-07-25 10:00:00,0.0,64.74,5.9,0.749,63,7
14718,2016-07-25 11:00:00,0.0,64.05,5.7,0.741,63,7
14719,2016-07-25 12:00:00,0.0,64.099,5.4,0.742,63,7
14720,2016-07-25 13:00:00,0.0,64.595,5.2,0.748,63,7
14721,2016-07-25 14:00:00,0.0,65.325,5.0,0.756,63,7
14722,2016-07-25 15:00:00,0.0,66.066,5.0,0.765,63,7
14723,2016-07-25 16:00:00,0.0,65.052,4.7,0.753,63,7
14724,2016-07-25 17:00:00,0.0,65.239,4.6,0.755,63,7
14725,2016-07-25 18:00:00,0.0,62.785,4.4,0.727,63,7
14726,2016-07-25 19:00:00,0.0,62.152,4.1,0.719,63,7
14727,2016-07-25 20:00:00,0.0,61.349,4.1,0.71,63,7
14728,2016-07-25 21:00:00,0.0,60.104,4.1,0.696,63,7
14729,2016-07-25 22:00:00,0.0,59.199,3.9,0.685,63,7
14730,2016-07-25 23:00:00,0.0,59.111,3.8,0.684,63,7
14731,2016-07-26 00:00:00,0.0,58.602,3.9,0.678,63,7
14732,2016-07-26 01:00:00,0.0,56.454,4.0,0.653,63,7
14733,2016-07-26 02:00:00,0.0,56.785,4.2,0.657,63,7
14734,2016-07-26 03:00:00,0.0,55.248,4.5,0.639,63,7
14735,2016-07-26 04:00:00,0.0,55.824,4.5,0.646,63,7
14736,2016-07-26 05:00:00,0.0,55.905,4.0,0.647,63,7
14737,2016-07-26 06:00:00,0.0,54.266,3.7,0.628,63,7
14738,2016-07-26 07:00:00,0.0,53.828,3.8,0.623,63,7
14739,2016-07-26 08:00:00,0.0,52.101,3.8,0.603,63,7
14740,2016-07-26 09:00:00,0.0,50.574,3.8,0.585,63,7
15646,2016-09-02 03:00:00,1.0,31.613,4.7,0.366,69,8
15647,2016-09-02 04:00:00,0.5,37.477,6.5,0.434,69,8
15648,2016-09-02 05:00:00,0.5,43.982,8.9,0.509,69,8
15649,2016-09-02 06:00:00,1.0,49.271,9.1,0.57,69,8
15650,2016-09-02 07:00:00,2.0,50.035,9.1,0.579,69,8
15651,2016-09-02 08:00:00,1.5,49.499,9.0,0.573,69,8
15652,2016-09-02 09:00:00,1.5,55.676,10.5,0.644,69,8
15653,2016-09-02 10:00:00,2.5,64.815,14.6,0.75,69,8
15654,2016-09-02 11:00:00,1.0,89.01,28.8,1.03,69,8
15655,2016-09-02 12:00:00,2.0,134.015,43.1,1.551,69,8
15656,2016-09-02 13:00:00,2.0,191.04,57.6,2.211,69,8
15657,2016-09-02 14:00:00,2.0,215.475,56.7,2.494,69,8
15658,2016-09-02 15:00:00,2.5,194.952,55.1,2.256,69,8
15659,2016-09-02 16:00:00,1.5,794.294,62.1,9.193,69,8
15660,2016-09-02 17:00:00,1.0,1599.421,75.2,18.512,69,8
15661,2016-09-02 18:00:00,2.5,2462.987,63.8,28.507,69,8
15662,2016-09-02 19:00:00,0.0,2875.709,62.8,33.284,69,8
15663,2016-09-02 20:00:00,0.5,4071.455,65.0,47.123,69,8
15664,2016-09-02 21:00:00,1.0,5192.558,62.2,60.099,69,8
15665,2016-09-02 22:00:00,0.5,5333.833,57.1,61.734,69,8
15666,2016-09-02 23:00:00,2.5,4360.223,52.1,50.466,69,8
15667,2016-09-03 00:00:00,1.5,3583.42,43.0,41.475,69,8
15668,2016-09-03 01:00:00,0.0,2579.515,35.6,29.855,69,8
15669,2016-09-03 02:00:00,4.0,1708.219,33.8,19.771,69,8
15670,2016-09-03 03:00:00,0.5,1142.829,38.9,13.227,69,8
15671,2016-09-03 04:00:00,0.0,752.435,40.2,8.709,69,8
15672,2016-09-03 05:00:00,1.0,559.058,81.0,6.471,69,8
15673,2016-09-03 06:00:00,0.0,428.953,80.8,4.965,69,8
15674,2016-09-03 07:00:00,0.0,331.722,62.0,3.839,69,8
15675,2016-09-03 08:00:00,0.0,326.864,55.1,3.783,69,8
15676,2016-09-03 09:00:00,0.0,334.67,50.5,3.873,69,8
15677,2016-09-03 10:00:00,0.0,306.062,39.5,3.542,69,8
15678,2016-09-03 11:00:00,0.0,286.699,33.8,3.318,69,8
15679,2016-09-03 12:00:00,0.0,269.517,29.2,3.119,69,8
15680,2016-09-03 13:00:00,0.0,243.937,25.0,2.823,69,8
15681,2016-09-03 14:00:00,0.0,235.453,21.9,2.725,69,8
15682,2016-09-03 15:00:00,0.0,219.698,20.0,2.543,69,8
15683,2016-09-03 16:00:00,0.0,204.842,19.0,2.371,69,8
15684,2016-09-03 17:00:00,0.0,182.649,17.9,2.114,69,8
15685,2016-09-03 18:00:00,0.0,177.966,16.8,2.06,69,8
15686,2016-09-03 19:00:00,0.0,171.211,16.6,1.982,69,8
15687,2016-09-03 20:00:00,0.0,153.149,16.1,1.773,69,8
15688,2016-09-03 21:00:00,0.0,144.86,14.5,1.677,69,8
15689,2016-09-03 22:00:00,0.0,132.1,13.8,1.529,69,8
15690,2016-09-03 23:00:00,0.0,122.708,14.0,1.42,69,8
15691,2016-09-04 00:00:00,0.0,124.186,13.0,1.437,69,8
15692,2016-09-04 01:00:00,0.0,116.85,12.6,1.352,69,8
15693,2016-09-04 02:00:00,0.0,104.95,12.4,1.215,69,8
15694,2016-09-04 03:00:00,0.0,113.687,11.4,1.316,69,8
15695,2016-09-04 04:00:00,0.0,100.038,11.1,1.158,69,8
15696,2016-09-04 05:00:00,0.0,92.177,10.9,1.067,69,8
15697,2016-09-04 06:00:00,0.0,95.23,10.7,1.102,69,8
15698,2016-09-04 07:00:00,0.0,89.526,10.2,1.036,69,8
15699,2016-09-04 08:00:00,0.0,85.871,10.2,0.994,69,8
15700,2016-09-04 09:00:00,0.0,90.64,9.0,1.049,69,8
15701,2016-09-04 10:00:00,0.0,95.988,7.7,1.111,69,8
15702,2016-09-04 11:00:00,0.0,84.712,7.6,0.98,69,8
15703,2016-09-04 12:00:00,0.0,82.629,7.6,0.956,69,8
15704,2016-09-04 13:00:00,0.0,84.114,7.5,0.974,69,8
15705,2016-09-04 14:00:00,0.0,83.089,7.3,0.962,69,8
15706,2016-09-04 15:00:00,0.0,84.063,7.2,0.973,69,8
15707,2016-09-04 16:00:00,0.0,83.219,7.4,0.963,69,8
15708,2016-09-04 17:00:00,0.0,80.696,7.5,0.934,69,8
15709,2016-09-04 18:00:00,0.0,81.576,8.2,0.944,69,8
15710,2016-09-04 19:00:00,0.0,79.827,8.0,0.924,69,8
15711,2016-09-04 20:00:00,0.0,78.102,7.9,0.904,69,8
15712,2016-09-04 21:00:00,0.0,76.401,7.9,0.884,69,8
15713,2016-09-04 22:00:00,0.0,74.723,7.9,0.865,69,8
15714,2016-09-04 23:00:00,0.0,73.068,8.1,0.846,69,8
15715,2016-09-05 00:00:00,0.0,71.437,7.8,0.827,69,8
15716,2016-09-05 01:00:00,0.0,69.829,7.5,0.808,69,8
15717,2016-09-05 02:00:00,0.0,67.601,7.4,0.782,69,8
15718,2016-09-05 03:00:00,0.0,68.395,7.5,0.792,69,8
15719,2016-09-05 04:00:00,0.0,70.004,7.4,0.81,69,8
15720,2016-09-05 05:00:00,0.0,67.403,7.4,0.78,69,8
15721,2016-09-05 06:00:00,0.0,62.578,7.4,0.724,69,8
15722,2016-09-05 07:00:00,0.0,59.802,7.4,0.692,69,8
15723,2016-09-05 08:00:00,0.0,59.067,6.4,0.684,69,8
15724,2016-09-05 09:00:00,0.0,58.482,6.3,0.677,69,8
15725,2016-09-05 10:00:00,0.0,58.748,5.6,0.68,69,8
15726,2016-09-05 11:00:00,0.0,58.851,5.6,0.681,69,8
15727,2016-09-05 12:00:00,0.0,59.368,4.9,0.687,69,8
15728,2016-09-05 13:00:00,0.0,59.24,5.4,0.686,69,8
15729,2016-09-05 14:00:00,0.0,60.496,6.4,0.7,69,8
15730,2016-09-05 15:00:00,0.0,63.017,5.2,0.729,69,8
15731,2016-09-05 16:00:00,0.0,60.286,7.5,0.698,69,8
15732,2016-09-05 17:00:00,0.0,57.543,7.4,0.666,69,8
15733,2016-09-05 18:00:00,0.0,55.403,5.8,0.641,69,8
15734,2016-09-05 19:00:00,0.0,53.949,7.4,0.624,69,8
15735,2016-09-05 20:00:00,0.0,53.303,12.9,0.617,69,8
15736,2016-09-05 21:00:00,0.0,53.989,9.6,0.625,69,8
15737,2016-09-05 22:00:00,0.0,53.298,7.2,0.617,69,8
15738,2016-09-05 23:00:00,0.0,53.22,6.4,0.616,69,8
15739,2016-09-06 00:00:00,0.0,50.854,6.6,0.589,69,8
15740,2016-09-06 01:00:00,0.0,50.332,6.5,0.583,69,8
15741,2016-09-06 02:00:00,0.0,50.468,6.4,0.584,69,8
18370,2016-12-24 15:00:00,16.5,6.215,1.8,0.072,81,9
18371,2016-12-24 16:00:00,30.5,32.803,284.6,0.38,81,9
18372,2016-12-24 17:00:00,3.5,61.539,258.2,0.712,81,9
18373,2016-12-24 18:00:00,0.0,477.24,498.7,5.524,81,9
18374,2016-12-24 19:00:00,0.0,1532.241,461.8,17.734,81,9
18375,2016-12-24 20:00:00,0.0,950.3,280.2,10.999,81,9
18376,2016-12-24 21:00:00,0.0,301.791,280.9,3.493,81,9
18377,2016-12-24 22:00:00,0.0,150.155,240.3,1.738,81,9
18378,2016-12-24 23:00:00,0.0,86.964,247.7,1.007,81,9
18379,2016-12-25 00:00:00,0.0,67.604,202.1,0.782,81,9
18380,2016-12-25 01:00:00,0.0,66.734,132.7,0.772,81,9
18381,2016-12-25 02:00:00,0.0,51.403,122.0,0.595,81,9
18382,2016-12-25 03:00:00,0.0,40.972,78.3,0.474,81,9
18383,2016-12-25 04:00:00,0.0,46.672,64.4,0.54,81,9
18384,2016-12-25 05:00:00,0.0,39.262,70.0,0.454,81,9
18385,2016-12-25 06:00:00,0.0,30.994,63.1,0.359,81,9
18386,2016-12-25 07:00:00,0.0,26.231,48.1,0.304,81,9
18387,2016-12-25 08:00:00,0.0,29.12,36.4,0.337,81,9
18388,2016-12-25 09:00:00,0.0,28.534,28.4,0.33,81,9
18389,2016-12-25 10:00:00,0.0,23.807,24.6,0.276,81,9
18390,2016-12-25 11:00:00,0.0,21.39,24.7,0.248,81,9
18391,2016-12-25 12:00:00,0.0,24.057,22.4,0.278,81,9
18392,2016-12-25 13:00:00,0.0,20.906,17.4,0.242,81,9
18393,2016-12-25 14:00:00,0.0,18.451,13.8,0.214,81,9
18394,2016-12-25 15:00:00,0.0,18.801,12.0,0.218,81,9
18395,2016-12-25 16:00:00,0.0,19.092,10.8,0.221,81,9
18396,2016-12-25 17:00:00,0.0,17.381,10.8,0.201,81,9
18397,2016-12-25 18:00:00,0.0,18.43,10.9,0.213,81,9
20459,2017-03-21 16:00:00,0.5,25.591,5.1,0.296,90,10
20460,2017-03-21 17:00:00,18.5,29.969,9.2,0.347,90,10
20461,2017-03-21 18:00:00,5.5,34.811,12.3,0.403,90,10
20462,2017-03-21 19:00:00,0.0,113.515,25.1,1.314,90,10
20463,2017-03-21 20:00:00,0.0,758.34,195.2,8.777,90,10
20464,2017-03-21 21:00:00,3.0,1013.272,182.7,11.728,90,10
20465,2017-03-21 22:00:00,0.0,474.371,157.6,5.49,90,10
20466,2017-03-21 23:00:00,1.5,366.097,166.5,4.237,90,10
20467,2017-03-22 00:00:00,0.0,591.759,114.1,6.849,90,10
20468,2017-03-22 01:00:00,2.0,628.608,87.7,7.276,90,10
20469,2017-03-22 02:00:00,2.5,455.786,79.8,5.275,90,10
20470,2017-03-22 03:00:00,0.0,837.787,113.0,9.697,90,10
20471,2017-03-22 04:00:00,0.0,1284.838,183.5,14.871,90,10
20472,2017-03-22 05:00:00,0.0,1522.037,184.5,17.616,90,10
20473,2017-03-22 06:00:00,0.0,782.564,160.2,9.057,90,10
20474,2017-03-22 07:00:00,0.0,538.215,112.6,6.229,90,10
20475,2017-03-22 08:00:00,0.0,447.754,62.3,5.182,90,10
20476,2017-03-22 09:00:00,0.0,383.998,44.5,4.444,90,10
20477,2017-03-22 10:00:00,0.0,319.763,41.4,3.701,90,10
20478,2017-03-22 11:00:00,0.0,300.19,31.2,3.474,90,10
20479,2017-03-22 12:00:00,0.0,248.553,27.3,2.877,90,10
20480,2017-03-22 13:00:00,0.0,226.034,23.9,2.616,90,10
20481,2017-03-22 14:00:00,0.5,216.354,22.0,2.504,90,10
20482,2017-03-22 15:00:00,0.0,175.415,20.7,2.03,90,10
20483,2017-03-22 16:00:00,0.0,171.102,18.2,1.98,90,10
20484,2017-03-22 17:00:00,0.0,162.784,17.3,1.884,90,10
20485,2017-03-22 18:00:00,0.0,137.209,20.0,1.588,90,10
20486,2017-03-22 19:00:00,0.0,142.408,15.6,1.648,90,10
20487,2017-03-22 20:00:00,0.0,126.673,14.3,1.466,90,10
20488,2017-03-22 21:00:00,0.0,113.409,14.1,1.313,90,10
20489,2017-03-22 22:00:00,0.0,121.34,12.9,1.404,90,10
20490,2017-03-22 23:00:00,0.0,101.749,12.6,1.178,90,10
20491,2017-03-23 00:00:00,0.0,99.4,11.7,1.15,90,10
20492,2017-03-23 01:00:00,0.5,103.008,10.7,1.192,90,10
20493,2017-03-23 02:00:00,0.0,88.361,10.3,1.023,90,10
20494,2017-03-23 03:00:00,0.0,90.465,10.0,1.047,90,10
20495,2017-03-23 04:00:00,0.0,88.772,9.2,1.027,90,10
20496,2017-03-23 05:00:00,0.0,78.267,9.3,0.906,90,10
20497,2017-03-23 06:00:00,0.0,79.839,9.1,0.924,90,10
20498,2017-03-23 07:00:00,0.0,79.929,8.4,0.925,90,10
20499,2017-03-23 08:00:00,0.0,70.936,8.3,0.821,90,10
20500,2017-03-23 09:00:00,0.0,73.104,10.4,0.846,90,10
20501,2017-03-23 10:00:00,0.0,72.696,11.5,0.841,90,10
20502,2017-03-23 11:00:00,0.0,62.667,12.2,0.725,90,10
20503,2017-03-23 12:00:00,0.0,66.826,12.0,0.773,90,10
20504,2017-03-23 13:00:00,0.0,66.976,11.7,0.775,90,10
20505,2017-03-23 14:00:00,0.0,59.724,12.3,0.691,90,10
